tweet_id,conversation_id,customer_message,spotify_reply
39761,,@115888 what is the presale code for the @124708 concert in ATX,@124707 Hey! Pre-sale codes are being sent out by email to some of Foo Fighters biggest fans on Spotify. Hopefully you're one of them /SJ
39763,,@SpotifyCares my search option for new music is gone?!?,"@124709 Hey there! Can you give us more info? What device, operating system, and app version are you using? /PB"
39765,,"@SpotifyCares Work laptop(i7 8gb) Windows 10, chrome",@124710 Thanks. Are you getting any specific error messages? A screenshot would come in handy /MV
39768,,"@SpotifyCares No error messages, the music just cuts out every 10-15 seconds.",@124710 Got it. Could you try using an incognito window or a different browser to see if it helps? Let us know how it goes /NS
39770,,@SpotifyCares Will do!,@124710 Cool! We'll keep an eye out for your update /NS
39766,,@115888 web player continually cuts out on me and absolutely ruins my flow while at work. 👎,"@124710 Hey! That's not cool. What device, operating system, and browser are you using? We'll see what we can suggest /MV"
39773,,"@SpotifyCares Spotify think I get wrong password, so I try to reset my password with myusername: linalthf, but I forgot what e-mail I used. Can u help me?",@124711 Got it! We'd like to share some info with you in private. Could you send us a DM instead? We'll look out for your reply /GU https://t.co/ldFdZRiNAt
39774,,"@118266 @118266 min udah masukin, username dan password bener, akhirnya minta reset password tapi aku lupa emailku yg aku pke, bisa bantu?","@124711 Hey Lina! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /GU"
40647,,Why is speed gang still not on Spotify 😒 get your shit together @115888,@124924 Hey Julia!. We'd love to have them on Spotify! Hopefully we will in the future. Check this out: https://t.co/MEjmIRL2eB /JP
40651,,@SpotifyCares --keeps on playing &amp; spotify doesnt seem to detect that im online when i have perfect connection. sony f3216 android 7.0 spotify v8.4.24.871,"@124925 Got it. Does logging out then back in help? If it doesn't, could you try restarting the device? Let us know how it goes /JS"
40650,,spotify is using almost 8gb of my storage what,"@124925 Hey Wen! What device, operating system, and version of Spotify are you using? We'll look into this /SY"
40654,,@SpotifyCares Can you help me,@124926 Hey! We just responded to your DM. We'll keep helping out there 🙂 /TY
40657,,@SpotifyCares But can I put my account number in so my payment can still comes out,"@124926 Currently, not directly through Spotify. However, can you DM us your account's username and email address? We'll see what we can suggest /TY"
40659,,@SpotifyCares If I my card is cancelled,"@124926 Got it. If your card was reported as lost, then it's likely no longer authorized by your bank to make payments and needs to be updated /TY"
40663,,@SpotifyCares hi I was wondering I recently lost my bank card I was wondering if my payment would still come out of my account,"@124926 Hi Sammy, help's here! If your card was lost you'll need to update your payment details. Check out https://t.co/eLyygOSIMB for more info /TY"
40665,,"@SpotifyCares I am one happy camper! Thanks for your help, you guys are awesome! 👍🏻👍🏻👍🏻","@124927 No worries, glad we could help! If you ever need us again, just... https://t.co/l50MJtSzE7 /MQ"
41766,,I wish someone cared enough for me to make me a cute ass playlist on Spotify ❤️,@125199 Hi there! Do you have a specific genre in mind? Which artists are you in to right now? We'll see what we can whip up for you /LP
41768,,@SpotifyCares Ooh! Thank you.,@125200 You're welcome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv 🙂 /AU
41770,,"Also, where the is ""Nostalgia, Ultra""? @115888 @SpotifyCares","@125200 Hi Britt! Fingers crossed we'll be able to have it back soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /AU"
41772,,@SpotifyCares And thanks for sharing the link 😊,"@125201 No worries. If there's anything else, give us a shout. Have a https://t.co/fOHcTvz8dt 💚 /LP"
41775,,I wish @115888 had a feature that allowed you to add artists/songs to a 'don't play ever' list. Won't name names in public. https://t.co/6cgfiKvrHA,"@125201 Hi Camellia! This isn’t possible right now, but we have more info about this on our Community. Check it out: https://t.co/oGDLtirXki /LP"
41777,,@SpotifyCares Nothing is solved if I send you the link. Your service is still leaking customer informations.,@125202 Sorry you feel that way. It'd be best to send us the info over DM so that we can pass it on to the right folks /JE
42722,,@SpotifyCares It sometimes takes forever to scroll ALL the way down to get to the singles. Just make an option to go straight to singles.,@125449 1: Got it. We'll make sure to pass your suggestion on to the right team. You can also add your thoughts and vote for a similar idea in...
42723,,Spotify needs to have an option to go straight to singles.,@125449 Hey Callum! We're always open for feedback. Can you give us a bit more info about your idea? We'll be waiting /MC
42727,,@115888 can you download music to #Apple watch?,"@125450 1: Hi Anthony! We don't officially support Apple Watch yet, but you can check out the official idea and add your vote to let our devs..."
42730,,"@SpotifyCares Windows 7, 15GB Ram, Spotify version 1.0.66.478.g1296534d","@125451 Got it, Could you try reinstalling the app with the exact steps here: https://t.co/EqisDMwZAT. Let us know if it makes any difference /PB"
42731,,"@SpotifyCares after a while, the windows app takes up 1.5GB of RAM. Way too high. When I restart it takes closer to 250MB. What's the deal?","@125451 Hey there! Help's here. Can you let us know the device, Windows, and app versions you're using? We'll see what we can suggest /PB"
42734,,"@115888 @SpotifyCares 
I’ve tried with 2 diff cards already but my payment won’t go thru.. what’s up w this fam?? https://t.co/WnaA6rrRnX",@125452 Hey there! Can you DM us your account's email address? We'll take a look backstage /LM
42736,,@SpotifyCares I had already done it...before..!,"@125453 Cool. You'll be notified if there are any updates about this, so stay tuned. If you need us again, just shout. Take care 🙂 /MC"
42738,,@115888 @2444 When will be Spotify available in India..??,@125453 Hey Akash! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM. Keep rocking 🤘 /MQ
43436,,@SpotifyCares S/O for the comeback guys! 👌🏿,"@125632 No worries! If you ever have any questions, feel free to give our Artist support team a shout: https://t.co/p1wbtdELHu /L"
43437,,"@125633 Hey y'all, quick question is there a mechanism to change or influence your ""Related Artists""?","@125632 Hey! We have some info on this here: https://t.co/EH3hl9mfQF, check it out 🙂 /L"
43440,,@SpotifyCares Finally got it working thanks,"@125634 Glad everything worked out! If you ever need anything else, just shout and we'll come running 🏃 /KL"
43442,,Changed to a new phone @115888 will not allow me to sign into the app through fb and I've changed both passwords! Help asap @SpotifyCares,@125634 Hey! Help's here. Can you DM us your account's email address? We'll see what we can suggest /JL https://t.co/ldFdZRiNAt
43445,,@115888 get on it https://t.co/QDIVxa4bDA,"@125635 Hi MJ! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /ME"
43447,,"Please consider accepting #BitcoinCash for payments @spotifycares - it’s fast and secure, with low fees! More @ https://t.co/YsDKU63vw3",@125636 Hey Vixzer! We can see how that’d be useful! You can vote for the official idea here: https://t.co/snIzzj29Vz /TF
43449,,@SpotifyCares what's up with removing the browse/discover? It is the major reason I pay a premium family subscription!,@125637 Hi! Can you send us a screenshot of what you're seeing through DM? We'll take a look under the hood /NH https://t.co/ldFdZRiNAt
43451,,@SpotifyCares Why can I not pay for Spotify Student via PayPal?,@125638 Hi Kyle! Can you send us a DM with your username or email address? We'll take a look under the hood /HR https://t.co/ldFdZRiNAt
43453,,@SpotifyCares i invited a new family member to enjoy premium and it said invite came from a person with a different name. Help!,@125639 Hey there! Can you DM us the email address and username for each account? We'll take a look backstage /KL https://t.co/ldFdZRiNAt
43455,,@SpotifyCares Is there a way to filter artists who've been accused of violence against woman from all playlists on my account?,"@125640 This isn’t possible right now, but we have more info about this on our Community. Check it out: https://t.co/oGDLtirXki /BE"
43457,,@SpotifyCares There are no error messages. Ill try to play it and it just wont and this isnt the first time. Im just wondering why I cant play it https://t.co/mbTJuQJj25,@125641 We understand. Can you DM us your account's email address? We'll take a closer look /BE https://t.co/ldFdZRiNAt
43459,,Hey @SpotifyCares why are there certain songs that the app wont allow me to play anymore?,@125641 Hey! Are you getting any error messages whenever you try playing certain songs? A screenshot of what you're seeing will also be handy /MA
43461,,"@SpotifyCares Sure! It’s a concept album, so order is important. ☺️ Thanks! https://t.co/LRdM0G5fmo",@125642 Thanks. We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 /PB
43462,,Hey @115888! Do you know Devin Dazzle and the Neon Fever by @2585 isn’t in the right order? Just a heads up! ❤️,@125642 Hey there! Can you send us the album's Link? Just tap the three dots &gt; Share &gt; Copy Link. We'll take a look backstage /PB
44237,,@SpotifyCares why can't i use my mobile account to pay for my premium all of a sudden when i have for the last 6 months?? Ee have said there ia no problem thier end?,"@125829 Hey Ben! Don't worry, we're here to help. Can you DM us your account's email address or username? We'll take a look backstage /MT https://t.co/ldFdZRiNAt"
44239,,@SpotifyCares i’m trying to transfer local files from my macbook air with macOS sierra version 10.12.6 to my iphone 7 with ios 11 and spotify version 8.4.28.1104,"@125830 Thanks for sending those details. Can you try reinstalling the app on both devices using the steps here: https://t.co/EqisDMwZAT? Afterwards, try syncing your local files to your phone by following the steps at https://t.co/SgMwFS1ONz. Let us know how it goes /AK"
44240,,for some reason i can’t get my local files on spotify to become available on my phone again like i don’t know what happened 😡,"@125830 Hi there, that doesn't sound good! Can you let us know the device, operating system, and Spotify version you're rocking? We'll see what we can suggest /AK"
44294,,@SpotifyCares my wife invited me to family premium. Where do I input the invite code to accept the invitation?,"@125846 Hey Steven! Don't worry, help's here. Can you DM us your account's email address or username? We'll take a look backstage /MT"
44296,,@SpotifyCares when will you guys bring back the unlink tracks option,"@125847 Hey! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /NQ"
44298,,"@SpotifyCares the Kelly Jones, only the names have changed album is bringing up wrong artist and wrong album but the correct album cover. Please update","@125848 Hey there! Can you let us know which device and operating system you're using, along with a screenshot of what you're seeing? We'll see what we can suggest /NQ"
44302,,@SpotifyCares I tweeted you earlier today and have not heard back. Someone else is using my account again. This is the second time in a week.,@125849 We're sorry to hear that. This is something for our Account's team. You can reach them by heading to our contact form &gt; select Logging in &gt; I can't log in to Spotify &gt; I STILL NEED HELP /MG /MG
44304,,"Ah, wonderful. A random person is listening to my @115888 Premium account in France. No idea how I've been hacked, but suppose it can happen on any service.",@125850 Hey Paul! We’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next. Feel free to send a tweet our way if you need us again /YM
44306,,@115888 Why I'm not eligible for this offer?. I already try to have an trial before. 😢,"@125851 Hey John, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt"
44400,,"@SpotifyCares Hey! So I can't renew my acc because it says that my balance isn't enough, the fact's mine's more than enough :(",@125852 Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt
44402,,"Hai @118266, kok gagal terus yaa? Dibilangnya pulsa tidak mencukupi, padahal pulsa lebih dari cukup https://t.co/PnP3gHQRCJ","@125852 Hey! We can help out in English via Twitter, but we also have Bahasa support via email at https://t.co/ZgU70TbP8M /AD"
44404,,@SpotifyCares My laptop runs on Windows 10 and my Spotify is the latest update,@125853 Thanks for the info. Does reinstalling the app on both devices help at all? You can follow the steps here: https://t.co/EqisDMwZAT /MT
44407,,@SpotifyCares I tried that multiple times,"@125853 Just to make sure, have you tried steps laid out here: https://t.co/SgMwFS1ONz? Keep us posted /MT"
44409,,"@SpotifyCares Yes, I even reset their locations to see if that would work but it didn't","@125853 Hmm, that's odd. Are both devices connected to the same WiFi network? We'd also recommend using different connections /MT"
44411,,@SpotifyCares Yes they are. And I've tried the other networks available to me,@125853 Could you DM us your account's email address or username? We'll take a look backstage /MT https://t.co/ldFdZR1cbT
44405,,"@SpotifyCares I have a Samsung S7, Android 7.0 and the latest version of the Spotify app",@125853 Got it. Could you also get back to us with the OS and Spotify version you're using on your computer? /MT
44414,,@116130 I'm having a lot of difficulty syncing my Local Files to the mobile app. I've been having this problem on and off for a while but now nothing is working. I've tried all the suggested methods on the community site to no affect. https://t.co/fpzjYlbl7B,"@125853 Hey! Help's here. Can you let us know what device, operating system, and Spotify version you're rocking? We'll see what we can suggest /RA"
44416,,"Thank you, @115888 , for the ad that interrupted the music I had streaming at work. The children loved hearing about ""real n*****s.""","@125854 Hey Claire, we didn't mean to cause any offense. We'll pass the feedback on to the right people /CG"
44308,,@115888 how,"@125855 Hey! To sign up for the offer, just visit https://t.co/WB5TSxRfDe. We'd recommend using a credit card, debit card, or PayPal as your payment method. Hope that helps /NQ"
44420,,"@SpotifyCares where's Bonzo goes to Bitburg by Ramones? In fact, the whole album, Animal boy, is not available. Wtf.",@125856 Got it. We can confirm the album was temporarily removed because of licensing changes. Hopefully we'll have it available again soon! /MT
44423,,"@SpotifyCares Hi, i want to upgrade to premium. On computer i get the offer ""3. months for 99,00 kr."", but on playstation i dont see the offer. Is it possible to use this offer on playstation?",@125857 Hey Morten! We've just sent you a bit more info over DM. We'll carry on helping out there /KB
44425,,"@SpotifyCares Hello, I've tried to tell my problem from the website https://t.co/CjnbQxnYv1 but until now I can't get my premium account back, I still can't logged in to my account :( @115888 @118266 @SpotifyCares",@125858 Thanks for the info. Can you DM us your account's email address? We'll take a look  backstage and see what we can suggest /NY https://t.co/ldFdZRiNAt
44426,,"@118266 haiii Spotify.. please help. Akun saya tidak bisa diakses, padahal akun tsb sudah saya daftarkan ke premium. Saya sudah masukkan username dan password yg benar tapi ditolak, saat akan reset password, email saya terdaftar di username lain. Gmn ya? #sedih","@125858 Hey! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /NQ"
44431,,@SpotifyCares I need help with deactivating my account.,@125859 Hi there! Help's here. Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt
44670,,"@SpotifyCares On iphone app in folder wich i create on PC and put inside some playlist i dont have play button like in PC app
Tnaks","@121069 Okay. Just to confirm, are you having trouble playing a local file playlist within your Spotify app? We'll be awaiting your reply /JI"
44671,,"@SpotifyCares why i cant play my playlist folder on iphone app? You are SPOTIFY,guys do it please!","@121069 Hi there, the cavalry's here! Does logging out, restarting your device, and logging back into Spotify help? Keep us in the loop /JI"
44674,,@SpotifyCares can y’all add a feature where I can watch/ listen to adds for more skips? I’m too poor for premium,@125915 Hey there! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /MX
44676,,"@115888 It took me four seconds to deactivate it yes, but why is that an automatic trigger ... literally logging in to my Spotify?",@125916 Hey there. Can you send us a DM with your account's email address? We'll take a look at what happened /LS https://t.co/ldFdZRiNAt
44679,,WHEN THE FUCK ARE WE GETTING THE FEELS COVER .@2602 .@115888,"@125917 Hey Chloe! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /GU"
44681,,Look I love you &amp; all but also get your shit together and stop undownloading all my songs @115888 this $10 ain’t a joke,"@125918 1: Hey, we're sorry to hear that. We'd suggest checking out the steps under “Downloads unexpectedly removed” at..."
44684,,"Over 30 Million Songs but when it comes to your generated Mixtapes @115888 mistakes #Diversity for an old, old wooden ship. #noNewSongs",@125919 Hey Gero! Can you let us know what's happening exactly? We'll see what we can suggest /JP
44686,,@SpotifyCares Thanks! You've really nailed the recommendation aspect 💚. I think library organization is an area all streaming services can improve.,@125920 We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DV
44688,,@115888 library limit (10k songs) is a pretty big failure of premium streaming services. Shows the limits of subscription vs buying. 😕,@125920 Hi Ryan! Thanks for the feedback. We'll be sure to pass it onto the right team. Let us know if there's anything else we can do to help /DV
44692,,@SpotifyCares I tried disconnecting this supposedly other Spotify acct from FB but I have not been able to,@125921 Can you DM us the email address that you use for Facebook? We'll take a look backstage /SY https://t.co/ldFdZRiNAt
44691,,@SpotifyCares I can't update my current username (it is gc_89). It only allows me to change my email. I also can't connect to FB :( Pls Help,"@125921 1: Hi! Currently, you can't change usernames on Spotify-created accounts. However, linking your Facebook account will change how it appears."
44696,,@SpotifyCares I can’t control my music from lock screen on ios11. I did reinstall/soft reset the phone. No respite! Care to fix this bug?,"@125922 Hey Kiran! Our best tech folks are on the case as we speak. Hopefully we'll have a fix soon. For anything else, let us know /GU"
44698,,there’s barely any ian brown catalogue on spotify US. sort it out.,"@125923 Hey Eve! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /K"
45302,,@117153,@126013 Hi there! That's not cool. Could you send us a DM with your account's email address? We'll take a look backstage /QI https://t.co/ldFdZRiNAt
45731,,@SpotifyCares Please do! X,"@126136 Sure! If there's anything else, give us a shout. https://t.co/m4HWSbgHVZ 🙂 /JE"
45733,,@SpotifyCares It says the case is closed?,"@126136 Sorry for the mix-up. We appreciate your feedback, and we'll pass your comments on to the right folks /JE"
45735,,Does @115888 have a blocking function of sorts? There are artists I don't want any music from ever. https://t.co/XJdCdGWoFO,"@126136 Hi Dana! We don't have any specific info on this right now, but we'd suggest supporting the idea by voting here: https://t.co/hlXvRg5Zog /JE"
45737,,Hey @115888 I need this Copeland album because it’s a banger and hardly anyone knows it exists. https://t.co/II7N9SFESH,"@126137 Hey there! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /GU"
45739,,"@115888 @117168
Fix ya self pls
Give me the old full artwork back. https://t.co/DDt9HqVvm7",@126138 Hey there! Thanks for sharing your thoughts on this. We’ll make sure your feedback reaches the right folks /JE
45741,,@115888 they also made a shitty Italian playlist! why aren't you guys doing better in securing your premium paid subscribers' accounts? https://t.co/L6vkLFbcHl,@126139 Hey Jessie! Can you DM us your account's username and email address? We'll take a look backstage /SY https://t.co/ldFdZRiNAt
45744,,.@115888 what did I do to deserve a terrible discover weekly playlist. why have you forsaken me like this,@126140 1: Hey there! We're sorry to hear Discover Weekly wasn’t to your liking this week. Keep listening to your favorite...
45747,,"Yo @115888, please add the album ""Guaranteed"" by Morris Day to your library!!","@126141 Hey! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /JP"
45749,,@SpotifyCares that doesn't answer my question,"@126142 1: We're afraid we're unable to guarantee if or when it will be available to you. Rest assured, our Content folks..."
45752,,@SpotifyCares when will dream part 2 by astro be on spotify,"@126142 Hi there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /LP"
45754,,@SpotifyCares That’s annoying. 🙃,@126143 We understand where you're coming from. No worries. We'll pass your feedback onto the right folks /DV
45755,,@115888 BUT WHY https://t.co/EVCaXjR4cH,"@126143 Hi Karen! You can save up to 3,333 offline tracks on your offline device. More info at https://t.co/WSjJgGAmPy /DV"
46642,,@SpotifyCares excuses over excuses i just want the albums 😔,@126367 We hear you loud and clear. Fingers crossed we'll be able to have it soon /JI
46644,,fnc is so woke they have aoa's japanese and korean discography on spotify why can't cube do the same???,"@126367 Hey there! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa 🙂 /JI"
46646,,"@SpotifyCares It is fairly clear how it should work, but I don't listen to jam bands. So P Groove, Jerry Garcia and Flaming Lips in the same week is odd.",@126368 We hear you! Don't worry - we'll make sure to pass your feedback on to the right team 😉 /SY
46648,,"Dear @115888, can't imagine what I listened to that gave you the idea to constantly fill my #DiscoverWeekly with Jam bands. Please stop.","@126368 2: Thanks for sharing your thoughts, we'll pass it on to the relevant folks /SY"
46651,,@115888 its not on #India region 🤔. Any update whn we can get #music #Spotify 🙏 https://t.co/P1P9YeenGL,"@126369 1: Hey Dinesh! We don't have any info to share at the moment, but we're launching in new countries as often as possible."
46654,,"@126370 @115888 That's a relief, I always smash the skip button 👌","@125640 Perfect! If you need us again, just... https://t.co/AUc7DGJpgF 🙂 /BE"
46660,,"@SpotifyCares I canceled Facebook and want to create a premium account using my same email, but I have to “log in” to cancel it. please help",@126371 Hi Jeffrey! Can you send us a DM with your account's email address? We'll take a look under the hood /XF https://t.co/ldFdZRiNAt
46662,,@SpotifyCares Can you tell me why this is happening? https://t.co/1uMBrzBFzc,@126372 Hey! This is our surprise for you when playing songs from the different Stranger Things playlists we created with Netflix /JP
48070,,Why would anyone even want to be abroad in England tho??? Sort it out @115888 https://t.co/mAdgb5v3bT,@126749 Hey! Can you DM us your account's email address? We'll see what we can suggest /CB https://t.co/ldFdZRiNAt
48072,,@SpotifyCares Just putting a lil drama here hahahah dont mind me. Keep doing u guys! Hearts from the PH!,"@126750 Haha! If you ever need help with anything else, just give us a shout. Otherwise, have a... https://t.co/FQulrDtFky 😉 /GU"
48074,,@SpotifyCares Hate to burst ur bubble @SpotifyCares but https://t.co/A8WeUwU4kt,"@126750 Hey David! We don't currently offer Filipino support, but we can help out in English via Twitter. We hope that's cool with you /GU"
48078,,@115888 why does ur Christmas pop radio not have all I want for Christmas is you by Mariah Carey,"@126751 Hey there! We're constantly working to improve the app and it features, including Radio. Your feedback has been noted 🙂 /KL"
48080,,"@SpotifyCares I remember the reply from your side finally being: we know this is an issue, working on it or something. But it’s a bug so should be fixed..",@126752 Gotcha. Could you DM us your account's email address? We'll take a look backstage /LM https://t.co/ldFdZRiNAt
48083,,"@SpotifyCares I'm sorry, I tried that last time to no avail. Can you instead first verify for me that this is indeed a feature that is supposed to work ?","@126752 We understand, but could you let us know when exactly you reinstalled the app? Also, what Spotify version are you currently running? /LM"
48085,,"@SpotifyCares Hello #Spotify. 26 Sept I reported a bug, wha'ts the status ? I still can't drag playing #songs to #playlists :((((
 isn't this a big issue?",@126752 Hi again. We're sorry you feel that way. Can you try reinstalling the app using the steps here: https://t.co/EqisDMwZAT? /LM
48087,,"@SpotifyCares Tried that, totes doesn't work. When I play from mobile OR desktop, I can't drag the currently playing song...","@126752 Thanks for giving it a shot. We're afraid it's not currently possible on Mac. Don't worry, we'll pass on your feedback to our devs /AY"
48089,,@SpotifyCares Mac / OSX 10.11 + 1.0.63.617.g5aca9a2a and IOS 11 + spotify 8.4.18.632 https://t.co/mdW5xnhS3T,"@126752 Got it. Can you try logging out, restarting your devices, then logging back in? Let us know how it goes /JE"
48091,,Why the heck can I drag a 'next up' song but not a current #song to a #playlist @115888 @SpotifyCares ? really weird #ux https://t.co/XcjSEisFYQ,"@126752 Hey Michael, that doesn't look right! What device, operating system, and Spotify version are you using? We'll see what we can suggest /JE"
48093,,WHY IS THIS NOT ON @115888  !!!!      - I need to properly cry today and this is impeding that https://t.co/vxNWdnsnjT,@126753 Hi! We’ll have it available to you as soon as it’s available to us https://t.co/0i8GpimuDa /TR
48095,,@115888 should definitely consider adding mixtapes to your line up.,@126754 Hey Tristan! We’ve got some info about mixtapes here: https://t.co/MEjmIRL2eB /DV
48097,,. @115888 Care to explain what Nickelback is doing in a Metal playlist? https://t.co/b9BiPeIyAR,"@126755 Hey there! Our Curation team are independent &amp; use taste, data, and trends to create playlists, but we’ll pass on your feedback /KL"
48099,,@7997 Hey I'm a student in Sthlm searching an internship &amp; was recommended to ask this question here to get hlp. Where should I turn?,"@126756 Hey Elsa! For more information about internships, check out the Spotify for Students section at https://t.co/c1Z94oBFOl 🙂 /VK"
48101,,@SpotifyCares You guys have the best support team!! I'll DM you now :),@126757 We appreciate the kind words. We've just replied to your DM. Let's carry on chatting there 🙂 /CP
48103,,@SpotifyCares Just followed the reinstall instructions provided and when I tried logging in I got Error Code: 2  again. Suggestions? https://t.co/5nzL1LdUlk,@126757 Thanks for giving that a try. Can you DM us your account's email address? We'll take a look under the hood /CP https://t.co/ldFdZRiNAt
48105,,"@SpotifyCares Before messing with the settings I was getting error code: 2

I am able to use the web player, but miss my friend feed",@126757 Best thing to try here is a reinstall. Just follow the steps at https://t.co/EqisDMwZAT. Let us know how it goes /CP
48108,,@SpotifyCares  I've been having issues connecting to the Desktop App at work. Can you help me with this?,@126757 Hi Andrea! Help's here. Can you tell us more about what's happening? We'll see what we can suggest /CP
48110,,"@SpotifyCares no, it's working as intended cutting from the last manson album to an endless stream of ""suggested songs"" of bland shitty metal #thanks",@126758 You can try adding more artists into your playlists to reduce the number of Suggested Tracks you get. We hope this helps! 😉 /MS
48111,,"@115888 I get tempted once on a while, then I find some dickery and then remember why I prefer not to pay for the service","@126758 Hey! Is your Spotify misbehaving? You can tell us more about it, and we'll see what we can do to help /MS"
48115,,@SpotifyCares Thanks for your information 🙏🏼,@126759 You're welcome! Just give us a shout if you have any other questions. We're just a tweet away /LM
48116,,@115888 We need @115888 in Macedonia 🇲🇰 Please 🙏🏼,@126759 Hey! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM /TR
48120,,@126761 @60192 what happened to halfway there pt2? And the vibe higher mixtape? #spotifytakeover,"@126760 Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /CB"
48122,,@SpotifyCares I've tried using 2 and for both cases search is kind of on-and-off. Usually off when I sleep my computer and go back to spotify,@126762 That's odd. Could you DM us your account's username or email address? We'll take a look backstage /GU https://t.co/ldFdZRiNAt
48123,,@SpotifyCares I think it works on faster speeds? Idk the search bar has been kind of wonky lately,"@126762 We understand. Can you try using a different internet connection, and see if it makes a difference? /GU"
48126,,@SpotifyCares Well technically it works. It only errors when you hit the search button,"@126762 Hmm. Just to check, are you on a shared WiFi network? If not, restarting your router is worth a try. Keep us in the loop /GU"
48128,,@SpotifyCares there's something wrong with the search :( https://t.co/EOaGD3BKyw,@126762 Hey Dana! Does logging out and logging back in help? Restarting your device is also worth a try. Let us know how it plays out /GU
48130,,@SpotifyCares 1972mazz is one of them. It doesnt have anything to do with the account. its the application on a macbook,"@126763 We'd suggest deleting your tweet as it contains your username. Can you send it to us via DM? Just click ""Send a private message"" above /QI"
48131,,"@SpotifyCares Version 10.10.5 OSX Yoesmite. No changes to system. I own 3 Spotify accounts and no matter which is open, after a short while, it just goes",@126763 That's odd. Can you DM us your account's email address? We'll take a look under the hood /QI https://t.co/ldFdZRiNAt
48134,,@SpotifyCares No updates. I have downloaded it 6 times in a year. A lot of my fellow Mac users have the same issue.,"@126763 Got it. Can you let us know your MacBook's OS version? Also, do you recall anything you've changed before it usually happens? /QI"
48136,,@SpotifyCares The link you sent talks about songs being removed. Im talking about the entire Spotify application going. See the picture. Always happening. https://t.co/TV4qAM8eZA,@126763 We're sorry for the confusion. Did you update anything on your desktop (your OS) before this happened? Does reinstalling the app help? /QI
48138,,"Why does @115888 always have to be downloaded again on a #Macbook?  Works for a few months, then becomes a text file! @SpotifyCares",@126763 Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /PB
48576,,@SpotifyCares I didn't say I wasn't enjoying it!,"@126822 Oops, apologies for that! Have a... https://t.co/OdbkcWnbGH 💚 /NG"
48577,,"My ""Discover"" playlist on Spotify today is just loads of covers of Harvest Moon by Neil Young.","@126822 1: Hey Benjamin! Discover Weekly is based on what you, and others like you, are listening to. Hopefully it’s more in tune with..."
48581,,@SpotifyCares but when it's been 9 years since Spotify was launched,"@126823 We understand. Rest assured, we'll update everyone who's added their email to that form when it's available! /K"
48582,,@126824 @115888 @125633 sad to say Spotify is not in India,@126823 Hey Prajwal! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM /K
48586,,@SpotifyCares This worked for 1 day and the release date is gone and only the year is shown.,@126825 That's odd. Could you send us a DM with your account's email address? We'll take a look backstage /NH https://t.co/ldFdZRiNAt
48588,,"@SpotifyCares High Sierra, and latest version of spotify Desktop for Mac. Restarted my computer, signed out and still same issue. See attached screen shot https://t.co/k9Ksdp4Lv7",@126825 Got it! Can you try reinstalling the app with the steps at https://t.co/46sWVpIvlI? Any better? /JP
48591,,@SpotifyCares Still hasn’t corrected itseltf !,@126825 Thanks. Can you let us know the operating system and Spotify version you're using? We'll see what we can suggest /RS
48593,,"@115888 noticed on my desktop app that the release date is no longer showing, is this due to a random update?","@126825 Hey there, help's here! Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /MQ"
49106,,i so badly wanna listen to reputation. it needs to be released on spotify already,"@126966 Hey there! We’ll have it available to you as soon as it’s available to us! For now, check out the singles: https://t.co/3h0TnPWP0c /NG"
49242,,@117153 yo,@127005 Hey Julian! What's on your mind? We'll see what we can suggest /DV
49244,,@SpotifyCares 2/2 and none of my playlists have copied over. I paid £9.99 on 30th for premium. Thanks.,@127006 Hi Zoë! Can you DM us your account's email address or username? We'll take a look under the hood /NH https://t.co/ldFdZRiNAt
